Date,Team.1,Team.2,FT
8/25/2012,Norwich,QPR,1-Jan
8/25/2012,Southampton,Wigan,0-2
8/25/2012,Swansea,West Ham,Mar-00
8/25/2012,Tottenham,West Brom,1-Jan
8/26/2012,Liverpool,Man City,2-Feb
8/26/2012,Stoke,Arsenal,0-0
9/1/2012,Man City,QPR,1-Mar
9/1/2012,Swansea,Sunderland,2-Feb
9/1/2012,Tottenham,Norwich,1-Jan
9/1/2012,West Brom,Everton,Feb-00
9/1/2012,West Ham,Fulham,Mar-00
9/1/2012,Wigan,Stoke,2-Feb
9/2/2012,Liverpool,Arsenal,0-2
9/2/2012,Newcastle,Aston Villa,1-Jan
9/2/2012,Southampton,Man United,3-Feb
9/15/2012,Arsenal,Southampton,1-Jun
9/15/2012,Aston Villa,Swansea,Feb-00
9/15/2012,Fulham,West Brom,Mar-00
9/15/2012,Man United,Wigan,Apr-00
9/15/2012,Norwich,West Ham,0-0
9/15/2012,QPR,Chelsea,0-0
9/15/2012,Stoke,Man City,1-Jan
9/15/2012,Sunderland,Liverpool,1-Jan
9/16/2012,Reading,Tottenham,3-Jan
9/17/2012,Everton,Newcastle,2-Feb
9/22/2012,Chelsea,Stoke,Jan-00
9/22/2012,Southampton,Aston Villa,1-Apr
9/22/2012,Swansea,Everton,0-3
9/22/2012,West Brom,Reading,Jan-00
9/22/2012,West Ham,Sunderland,1-Jan
9/22/2012,Wigan,Fulham,2-Jan
9/23/2012,Liverpool,Man United,2-Jan
9/23/2012,Man City,Arsenal,1-Jan
9/23/2012,Newcastle,Norwich,Jan-00
9/23/2012,Tottenham,QPR,1-Feb
9/29/2012,Arsenal,Chelsea,2-Jan
9/29/2012,Everton,Southampton,1-Mar
9/29/2012,Fulham,Man City,2-Jan
9/29/2012,Man United,Tottenham,3-Feb
9/29/2012,Norwich,Liverpool,5-Feb
9/29/2012,Reading,Newcastle,2-Feb
9/29/2012,Stoke,Swansea,Feb-00
9/29/2012,Sunderland,Wigan,Jan-00
9/30/2012,Aston Villa,West Brom,1-Jan
10/1/2012,QPR,West Ham,2-Jan
10/6/2012,Chelsea,Norwich,1-Apr
10/6/2012,Man City,Sunderland,Mar-00
10/6/2012,Swansea,Reading,2-Feb
10/6/2012,West Brom,QPR,2-Mar
10/6/2012,West Ham,Arsenal,3-Jan
10/6/2012,Wigan,Everton,2-Feb
10/7/2012,Liverpool,Stoke,0-0
10/7/2012,Newcastle,Man United,0-3
10/7/2012,Southampton,Fulham,2-Feb
10/7/2012,Tottenham,Aston Villa,Feb-00
10/20/2012,Fulham,Aston Villa,Jan-00
10/20/2012,Liverpool,Reading,Jan-00
10/20/2012,Man United,Stoke,2-Apr
10/20/2012,Norwich,Arsenal,Jan-00
10/20/2012,Swansea,Wigan,1-Feb
10/20/2012,Tottenham,Chelsea,4-Feb
10/20/2012,West Brom,Man City,2-Jan
10/20/2012,West Ham,Southampton,1-Apr
10/21/2012,QPR,Everton,1-Jan
10/21/2012,Sunderland,Newcastle,1-Jan
10/27/2012,Arsenal,QPR,Jan-00
10/27/2012,Aston Villa,Norwich,1-Jan
10/27/2012,Man City,Swansea,Jan-00
10/27/2012,Reading,Fulham,3-Mar
10/27/2012,Stoke,Sunderland,0-0
10/27/2012,Wigan,West Ham,1-Feb
10/28/2012,Chelsea,Man United,3-Feb
10/28/2012,Everton,Liverpool,2-Feb
10/28/2012,Newcastle,West Brom,1-Feb
10/28/2012,Southampton,Tottenham,2-Jan
11/3/2012,Fulham,Everton,2-Feb
11/3/2012,Man United,Arsenal,1-Feb
11/3/2012,Norwich,Stoke,Jan-00
11/3/2012,Sunderland,Aston Villa,0-1
11/3/2012,Swansea,Chelsea,1-Jan
11/3/2012,Tottenham,Wigan,0-1
11/3/2012,West Ham,Man City,0-0
11/4/2012,Liverpool,Newcastle,1-Jan
11/4/2012,QPR,Reading,1-Jan
11/5/2012,West Brom,Southampton,Feb-00
11/10/2012,Arsenal,Fulham,3-Mar
11/10/2012,Aston Villa,Man United,3-Feb
11/10/2012,Everton,Sunderland,1-Feb
11/10/2012,Reading,Norwich,0-0
11/10/2012,Southampton,Swansea,1-Jan
11/10/2012,Stoke,QPR,Jan-00
11/10/2012,Wigan,West Brom,2-Jan
11/11/2012,Chelsea,Liverpool,1-Jan
11/11/2012,Man City,Tottenham,1-Feb
11/11/2012,Newcastle,West Ham,0-1
11/17/2012,Arsenal,Tottenham,2-May
11/17/2012,Liverpool,Wigan,Mar-00
11/17/2012,Man City,Aston Villa,May-00
11/17/2012,Newcastle,Swansea,2-Jan
11/17/2012,Norwich,Man United,Jan-00
11/17/2012,QPR,Southampton,3-Jan
11/17/2012,Reading,Everton,1-Feb
11/17/2012,West Brom,Chelsea,1-Feb
11/18/2012,Fulham,Sunderland,3-Jan
11/19/2012,West Ham,Stoke,1-Jan
11/24/2012,Aston Villa,Arsenal,0-0
11/24/2012,Everton,Norwich,1-Jan
11/24/2012,Man United,QPR,1-Mar
11/24/2012,Stoke,Fulham,Jan-00
11/24/2012,Sunderland,West Brom,4-Feb
11/24/2012,Wigan,Reading,2-Mar
11/25/2012,Chelsea,Man City,0-0
11/25/2012,Southampton,Newcastle,Feb-00
11/25/2012,Swansea,Liverpool,0-0
11/25/2012,Tottenham,West Ham,1-Mar
11/27/2012,Aston Villa,Reading,Jan-00
11/27/2012,Sunderland,QPR,0-0
11/28/2012,Chelsea,Fulham,0-0
11/28/2012,Everton,Arsenal,1-Jan
11/28/2012,Man United,West Ham,Jan-00
11/28/2012,Southampton,Norwich,1-Jan
11/28/2012,Stoke,Newcastle,1-Feb
11/28/2012,Swansea,West Brom,1-Mar
11/28/2012,Tottenham,Liverpool,1-Feb
11/28/2012,Wigan,Man City,0-2
12/1/2012,Arsenal,Swansea,0-2
12/1/2012,Fulham,Tottenham,0-3
12/1/2012,Liverpool,Southampton,Jan-00
12/1/2012,Man City,Everton,1-Jan
12/1/2012,QPR,Aston Villa,1-Jan
12/1/2012,Reading,Man United,4-Mar
12/1/2012,West Brom,Stoke,0-1
12/1/2012,West Ham,Chelsea,1-Mar
12/2/2012,Norwich,Sunderland,1-Feb
12/3/2012,Newcastle,Wigan,Mar-00
12/8/2012,Arsenal,West Brom,Feb-00
12/8/2012,Aston Villa,Stoke,0-0
12/8/2012,Southampton,Reading,Jan-00
12/8/2012,Sunderland,Chelsea,3-Jan
12/8/2012,Swansea,Norwich,4-Mar
12/8/2012,Wigan,QPR,2-Feb
12/9/2012,Everton,Tottenham,1-Feb
12/9/2012,Man City,Man United,3-Feb
12/9/2012,West Ham,Liverpool,3-Feb
12/10/2012,Fulham,Newcastle,1-Feb
12/11/2012,Sunderland,Reading,Mar-00
12/15/2012,Liverpool,Aston Villa,3-Jan
12/15/2012,Man United,Sunderland,1-Mar
12/15/2012,Newcastle,Man City,3-Jan
12/15/2012,Norwich,Wigan,1-Feb
12/15/2012,QPR,Fulham,1-Feb
12/15/2012,Stoke,Everton,1-Jan
12/16/2012,Tottenham,Swansea,Jan-00
12/16/2012,West Brom,West Ham,0-0
12/17/2012,Reading,Arsenal,5-Feb
12/22/2012,Liverpool,Fulham,Apr-00
12/22/2012,Man City,Reading,Jan-00
12/22/2012,Newcastle,QPR,Jan-00
12/22/2012,Southampton,Sunderland,0-1
12/22/2012,Tottenham,Stoke,0-0
12/22/2012,West Brom,Norwich,1-Feb
12/22/2012,West Ham,Everton,2-Jan
12/22/2012,Wigan,Arsenal,0-1
12/23/2012,Chelsea,Aston Villa,Aug-00
12/23/2012,Swansea,Man United,1-Jan
12/26/2012,Aston Villa,Tottenham,0-4
12/26/2012,Everton,Wigan,1-Feb
12/26/2012,Fulham,Southampton,1-Jan
12/26/2012,Man United,Newcastle,3-Apr
12/26/2012,Norwich,Chelsea,0-1
12/26/2012,QPR,West Brom,2-Jan
12/26/2012,Reading,Swansea,0-0
12/26/2012,Stoke,Liverpool,1-Mar
12/26/2012,Sunderland,Man City,Jan-00
12/29/2012,Arsenal,Newcastle,3-Jul
12/29/2012,Aston Villa,Wigan,0-3
12/29/2012,Fulham,Swansea,2-Jan
12/29/2012,Man United,West Brom,Feb-00
12/29/2012,Norwich,Man City,4-Mar
12/29/2012,Reading,West Ham,Jan-00
12/29/2012,Stoke,Southampton,3-Mar
12/29/2012,Sunderland,Tottenham,2-Jan
12/30/2012,Everton,Chelsea,2-Jan
12/30/2012,QPR,Liverpool,0-3
1/1/2013,Man City,Stoke,Mar-00
1/1/2013,Southampton,Arsenal,1-Jan
1/1/2013,Swansea,Aston Villa,2-Feb
1/1/2013,Tottenham,Reading,1-Mar
1/1/2013,West Brom,Fulham,2-Jan
1/1/2013,West Ham,Norwich,1-Feb
1/1/2013,Wigan,Man United,0-4
1/2/2013,Chelsea,QPR,0-1
1/2/2013,Liverpool,Sunderland,Mar-00
1/2/2013,Newcastle,Everton,2-Jan
1/12/2013,Aston Villa,Southampton,0-1
1/12/2013,Everton,Swansea,0-0
1/12/2013,Fulham,Wigan,1-Jan
1/12/2013,Norwich,Newcastle,0-0
1/12/2013,QPR,Tottenham,0-0
1/12/2013,Reading,West Brom,2-Mar
1/12/2013,Stoke,Chelsea,0-4
1/12/2013,Sunderland,West Ham,Mar-00
1/13/2013,Arsenal,Man City,0-2
1/13/2013,Man United,Liverpool,1-Feb
1/16/2013,Chelsea,Southampton,2-Feb
1/19/2013,Liverpool,Norwich,May-00
1/19/2013,Man City,Fulham,Feb-00
1/19/2013,Newcastle,Reading,2-Jan
1/19/2013,Swansea,Stoke,1-Mar
1/19/2013,West Brom,Aston Villa,2-Feb
1/19/2013,West Ham,QPR,1-Jan
1/19/2013,Wigan,Sunderland,3-Feb
1/20/2013,Chelsea,Arsenal,1-Feb
1/20/2013,Tottenham,Man United,1-Jan
1/21/2013,Southampton,Everton,0-0
1/23/2013,Arsenal,West Ham,1-May
1/29/2013,Aston Villa,Newcastle,2-Jan
1/29/2013,QPR,Man City,0-0
1/29/2013,Stoke,Wigan,2-Feb
1/29/2013,Sunderland,Swansea,0-0
1/30/2013,Arsenal,Liverpool,2-Feb
1/30/2013,Everton,West Brom,1-Feb
1/30/2013,Fulham,West Ham,1-Mar
1/30/2013,Man United,Southampton,1-Feb
1/30/2013,Norwich,Tottenham,1-Jan
1/30/2013,Reading,Chelsea,2-Feb
2/2/2013,Arsenal,Stoke,Jan-00
2/2/2013,Everton,Aston Villa,3-Mar
2/2/2013,Fulham,Man United,0-1
2/2/2013,Newcastle,Chelsea,2-Mar
2/2/2013,QPR,Norwich,0-0
2/2/2013,Reading,Sunderland,1-Feb
2/2/2013,West Ham,Swansea,Jan-00
2/2/2013,Wigan,Southampton,2-Feb
2/3/2013,Man City,Liverpool,2-Feb
2/3/2013,West Brom,Tottenham,0-1
2/9/2013,Chelsea,Wigan,1-Apr
2/9/2013,Norwich,Fulham,0-0
2/9/2013,Southampton,Man City,1-Mar
2/9/2013,Stoke,Reading,1-Feb
2/9/2013,Sunderland,Arsenal,0-1
2/9/2013,Swansea,QPR,1-Apr
2/9/2013,Tottenham,Newcastle,1-Feb
2/10/2013,Aston Villa,West Ham,1-Feb
2/10/2013,Man United,Everton,Feb-00
2/11/2013,Liverpool,West Brom,0-2
2/17/2013,Liverpool,Swansea,May-00
2/23/2013,Arsenal,Aston Villa,1-Feb
2/23/2013,Fulham,Stoke,Jan-00
2/23/2013,Norwich,Everton,1-Feb
2/23/2013,QPR,Man United,0-2
2/23/2013,Reading,Wigan,0-3
2/23/2013,West Brom,Sunderland,1-Feb
2/24/2013,Man City,Chelsea,Feb-00
2/24/2013,Newcastle,Southampton,2-Apr
2/25/2013,West Ham,Tottenham,3-Feb
3/2/2013,Chelsea,West Brom,Jan-00
3/2/2013,Everton,Reading,1-Mar
3/2/2013,Man United,Norwich,Apr-00
3/2/2013,Southampton,QPR,2-Jan
3/2/2013,Stoke,West Ham,0-1
3/2/2013,Sunderland,Fulham,2-Feb
3/2/2013,Swansea,Newcastle,Jan-00
3/2/2013,Wigan,Liverpool,0-4
3/3/2013,Tottenham,Arsenal,1-Feb
3/4/2013,Aston Villa,Man City,0-1
3/9/2013,Norwich,Southampton,0-0
3/9/2013,QPR,Sunderland,1-Mar
3/9/2013,Reading,Aston Villa,2-Jan
3/9/2013,West Brom,Swansea,1-Feb
3/10/2013,Liverpool,Tottenham,2-Mar
3/10/2013,Newcastle,Stoke,1-Feb
3/16/2013,Aston Villa,QPR,2-Mar
3/16/2013,Everton,Man City,Feb-00
3/16/2013,Man United,Reading,Jan-00
3/16/2013,Southampton,Liverpool,1-Mar
3/16/2013,Stoke,West Brom,0-0
3/16/2013,Swansea,Arsenal,0-2
3/17/2013,Chelsea,West Ham,Feb-00
3/17/2013,Sunderland,Norwich,1-Jan
3/17/2013,Tottenham,Fulham,0-1
3/17/2013,Wigan,Newcastle,1-Feb
3/30/2013,Arsenal,Reading,1-Apr
3/30/2013,Everton,Stoke,Jan-00
3/30/2013,Man City,Newcastle,Apr-00
3/30/2013,Southampton,Chelsea,1-Feb
3/30/2013,Sunderland,Man United,0-1
3/30/2013,Swansea,Tottenham,2-Jan
3/30/2013,West Ham,West Brom,1-Mar
3/30/2013,Wigan,Norwich,Jan-00
3/31/2013,Aston Villa,Liverpool,2-Jan
4/1/2013,Fulham,QPR,2-Mar
4/6/2013,Norwich,Swansea,2-Feb
4/6/2013,Reading,Southampton,0-2
4/6/2013,Stoke,Aston Villa,3-Jan
4/6/2013,West Brom,Arsenal,2-Jan
4/7/2013,Chelsea,Sunderland,1-Feb
4/7/2013,Liverpool,West Ham,0-0
4/7/2013,Newcastle,Fulham,Jan-00
4/7/2013,QPR,Wigan,1-Jan
4/7/2013,Tottenham,Everton,2-Feb
4/8/2013,Man United,Man City,2-Jan
4/13/2013,Arsenal,Norwich,1-Mar
4/13/2013,Aston Villa,Fulham,1-Jan
4/13/2013,Everton,QPR,Feb-00
4/13/2013,Reading,Liverpool,0-0
4/13/2013,Southampton,West Ham,1-Jan
4/14/2013,Newcastle,Sunderland,0-3
4/14/2013,Stoke,Man United,0-2
4/16/2013,Arsenal,Everton,0-0
4/17/2013,Fulham,Chelsea,0-3
4/17/2013,Man City,Wigan,Jan-00
4/17/2013,West Ham,Man United,2-Feb
4/20/2013,Fulham,Arsenal,0-1
4/20/2013,Norwich,Reading,1-Feb
4/20/2013,QPR,Stoke,0-2
4/20/2013,Sunderland,Everton,Jan-00
4/20/2013,Swansea,Southampton,0-0
4/20/2013,West Brom,Newcastle,1-Jan
4/20/2013,West Ham,Wigan,Feb-00
4/21/2013,Liverpool,Chelsea,2-Feb
4/21/2013,Tottenham,Man City,1-Mar
4/22/2013,Man United,Aston Villa,Mar-00
4/27/2013,Everton,Fulham,Jan-00
4/27/2013,Man City,West Ham,1-Feb
4/27/2013,Newcastle,Liverpool,0-6
4/27/2013,Southampton,West Brom,0-3
4/27/2013,Stoke,Norwich,Jan-00
4/27/2013,Wigan,Tottenham,2-Feb
4/28/2013,Arsenal,Man United,1-Jan
4/28/2013,Chelsea,Swansea,Feb-00
4/28/2013,Reading,QPR,0-0
4/29/2013,Aston Villa,Sunderland,1-Jun
5/4/2013,Fulham,Reading,4-Feb
5/4/2013,Norwich,Aston Villa,2-Jan
5/4/2013,QPR,Arsenal,0-1
5/4/2013,Swansea,Man City,0-0
5/4/2013,Tottenham,Southampton,Jan-00
5/4/2013,West Brom,Wigan,3-Feb
5/4/2013,West Ham,Newcastle,0-0
5/5/2013,Liverpool,Everton,0-0
5/5/2013,Man United,Chelsea,0-1
5/6/2013,Sunderland,Stoke,1-Jan
5/7/2013,Man City,West Brom,Jan-00
5/7/2013,Wigan,Swansea,3-Feb
5/8/2013,Chelsea,Tottenham,2-Feb
5/11/2013,Aston Villa,Chelsea,2-Jan
5/12/2013,Everton,West Ham,Feb-00
5/12/2013,Fulham,Liverpool,3-Jan
5/12/2013,Man United,Swansea,1-Feb
5/12/2013,Norwich,West Brom,Apr-00
5/12/2013,QPR,Newcastle,2-Jan
5/12/2013,Stoke,Tottenham,2-Jan
5/12/2013,Sunderland,Southampton,1-Jan
5/14/2013,Arsenal,Wigan,1-Apr
5/14/2013,Reading,Man City,0-2
5/19/2013,Chelsea,Everton,1-Feb
5/19/2013,Liverpool,QPR,Jan-00
5/19/2013,Man City,Norwich,3-Feb
5/19/2013,Newcastle,Arsenal,0-1
5/19/2013,Southampton,Stoke,1-Jan
5/19/2013,Swansea,Fulham,0-3
5/19/2013,Tottenham,Sunderland,Jan-00
5/19/2013,West Brom,Man United,5-May
5/19/2013,West Ham,Reading,2-Apr
5/19/2013,Wigan,Aston Villa,2-Feb
8/17/2013,Arsenal,Aston Villa,3-Jan
8/17/2013,Liverpool,Stoke,Jan-00
8/17/2013,Norwich,Everton,2-Feb
8/17/2013,Sunderland,Fulham,0-1
8/17/2013,Swansea,Man United,4-Jan
8/17/2013,West Brom,Southampton,0-1
8/17/2013,West Ham,Cardiff,Feb-00
8/18/2013,Chelsea,Hull,Feb-00
8/18/2013,Crystal Palace,Tottenham,0-1
8/19/2013,Man City,Newcastle,Apr-00
8/21/2013,Chelsea,Aston Villa,1-Feb
8/24/2013,Aston Villa,Liverpool,0-1
8/24/2013,Everton,West Brom,0-0
8/24/2013,Fulham,Arsenal,3-Jan
8/24/2013,Hull,Norwich,Jan-00
8/24/2013,Newcastle,West Ham,0-0
8/24/2013,Southampton,Sunderland,1-Jan
8/24/2013,Stoke,Crystal Palace,1-Feb
8/25/2013,Cardiff,Man City,2-Mar
8/25/2013,Tottenham,Swansea,Jan-00
8/26/2013,Man United,Chelsea,0-0
8/31/2013,Cardiff,Everton,0-0
8/31/2013,Crystal Palace,Sunderland,1-Mar
8/31/2013,Man City,Hull,Feb-00
8/31/2013,Newcastle,Fulham,Jan-00
8/31/2013,Norwich,Southampton,Jan-00
8/31/2013,West Ham,Stoke,0-1
9/1/2013,Arsenal,Tottenham,Jan-00
9/1/2013,Liverpool,Man United,Jan-00
9/1/2013,West Brom,Swansea,0-2
9/14/2013,Aston Villa,Newcastle,2-Jan
9/14/2013,Everton,Chelsea,Jan-00
9/14/2013,Fulham,West Brom,1-Jan
9/14/2013,Hull,Cardiff,1-Jan
9/14/2013,Man United,Crystal Palace,Feb-00
9/14/2013,Stoke,Man City,0-0
9/14/2013,Sunderland,Arsenal,3-Jan
9/14/2013,Tottenham,Norwich,Feb-00
9/15/2013,Southampton,West Ham,0-0
9/16/2013,Swansea,Liverpool,2-Feb
9/21/2013,Chelsea,Fulham,Feb-00
9/21/2013,Liverpool,Southampton,0-1
9/21/2013,Newcastle,Hull,3-Feb
9/21/2013,Norwich,Aston Villa,0-1
9/21/2013,West Brom,Sunderland,Mar-00
9/21/2013,West Ham,Everton,3-Feb
9/22/2013,Arsenal,Stoke,1-Mar
9/22/2013,Cardiff,Tottenham,0-1
9/22/2013,Crystal Palace,Swansea,0-2
9/22/2013,Man City,Man United,1-Apr
9/28/2013,Aston Villa,Man City,2-Mar
9/28/2013,Fulham,Cardiff,2-Jan
9/28/2013,Hull,West Ham,Jan-00
9/28/2013,Man United,West Brom,2-Jan
9/28/2013,Southampton,Crystal Palace,Feb-00
9/28/2013,Swansea,Arsenal,2-Jan
9/28/2013,Tottenham,Chelsea,1-Jan
9/29/2013,Stoke,Norwich,0-1
9/29/2013,Sunderland,Liverpool,3-Jan
9/30/2013,Everton,Newcastle,2-Mar
10/5/2013,Cardiff,Newcastle,2-Jan
10/5/2013,Fulham,Stoke,Jan-00
10/5/2013,Hull,Aston Villa,0-0
10/5/2013,Liverpool,Crystal Palace,1-Mar
10/5/2013,Man City,Everton,1-Mar
10/5/2013,Sunderland,Man United,2-Jan
10/6/2013,Norwich,Chelsea,3-Jan
10/6/2013,Southampton,Swansea,Feb-00
10/6/2013,Tottenham,West Ham,0-3
10/6/2013,West Brom,Arsenal,1-Jan
10/19/2013,Arsenal,Norwich,1-Apr
10/19/2013,Chelsea,Cardiff,1-Apr
10/19/2013,Everton,Hull,1-Feb
10/19/2013,Man United,Southampton,1-Jan
10/19/2013,Newcastle,Liverpool,2-Feb
10/19/2013,Stoke,West Brom,0-0
10/19/2013,Swansea,Sunderland,Apr-00
10/19/2013,West Ham,Man City,3-Jan
10/20/2013,Aston Villa,Tottenham,0-2
10/21/2013,Crystal Palace,Fulham,4-Jan
10/26/2013,Aston Villa,Everton,0-2
10/26/2013,Crystal Palace,Arsenal,0-2
10/26/2013,Liverpool,West Brom,1-Apr
10/26/2013,Man United,Stoke,2-Mar
10/26/2013,Norwich,Cardiff,0-0
10/26/2013,Southampton,Fulham,Feb-00
10/27/2013,Chelsea,Man City,1-Feb
10/27/2013,Sunderland,Newcastle,1-Feb
10/27/2013,Swansea,West Ham,0-0
10/27/2013,Tottenham,Hull,Jan-00
11/2/2013,Arsenal,Liverpool,Feb-00
11/2/2013,Fulham,Man United,3-Jan
11/2/2013,Hull,Sunderland,Jan-00
11/2/2013,Man City,Norwich,Jul-00
11/2/2013,Newcastle,Chelsea,Feb-00
11/2/2013,Stoke,Southampton,1-Jan
11/2/2013,West Brom,Crystal Palace,Feb-00
11/2/2013,West Ham,Aston Villa,0-0
11/3/2013,Cardiff,Swansea,Jan-00
11/3/2013,Everton,Tottenham,0-0
11/9/2013,Aston Villa,Cardiff,Feb-00
11/9/2013,Chelsea,West Brom,2-Feb
11/9/2013,Crystal Palace,Everton,0-0
11/9/2013,Liverpool,Fulham,Apr-00
11/9/2013,Norwich,West Ham,1-Mar
11/9/2013,Southampton,Hull,1-Apr
11/10/2013,Man United,Arsenal,Jan-00
11/10/2013,Sunderland,Man City,Jan-00
11/10/2013,Swansea,Stoke,3-Mar
11/10/2013,Tottenham,Newcastle,0-1
11/23/2013,Arsenal,Southampton,Feb-00
11/23/2013,Everton,Liverpool,3-Mar
11/23/2013,Fulham,Swansea,2-Jan
11/23/2013,Hull,Crystal Palace,0-1
11/23/2013,Newcastle,Norwich,1-Feb
11/23/2013,Stoke,Sunderland,Feb-00
11/23/2013,West Ham,Chelsea,0-3
11/24/2013,Cardiff,Man United,2-Feb
11/24/2013,Man City,Tottenham,Jun-00
11/25/2013,West Brom,Aston Villa,2-Feb
11/30/2013,Aston Villa,Sunderland,0-0
11/30/2013,Cardiff,Arsenal,0-3
11/30/2013,Everton,Stoke,Apr-00
11/30/2013,Newcastle,West Brom,1-Feb
11/30/2013,Norwich,Crystal Palace,Jan-00
11/30/2013,West Ham,Fulham,Mar-00
12/1/2013,Chelsea,Southampton,1-Mar
12/1/2013,Hull,Liverpool,1-Mar
12/1/2013,Man City,Swansea,Mar-00
12/1/2013,Tottenham,Man United,2-Feb
12/3/2013,Crystal Palace,West Ham,Jan-00
12/4/2013,Arsenal,Hull,Feb-00
12/4/2013,Fulham,Tottenham,2-Jan
12/4/2013,Liverpool,Norwich,1-May
12/4/2013,Man United,Everton,0-1
12/4/2013,Southampton,Aston Villa,3-Feb
12/4/2013,Stoke,Cardiff,0-0
12/4/2013,Sunderland,Chelsea,4-Mar
12/4/2013,Swansea,Newcastle,Mar-00
12/4/2013,West Brom,Man City,3-Feb
12/7/2013,Crystal Palace,Cardiff,Feb-00
12/7/2013,Liverpool,West Ham,1-Apr
12/7/2013,Man United,Newcastle,0-1
12/7/2013,Southampton,Man City,1-Jan
12/7/2013,Stoke,Chelsea,2-Mar
12/7/2013,Sunderland,Tottenham,2-Jan
12/7/2013,West Brom,Norwich,0-2
12/8/2013,Arsenal,Everton,1-Jan
12/8/2013,Fulham,Aston Villa,Feb-00
12/9/2013,Swansea,Hull,1-Jan
12/14/2013,Cardiff,West Brom,Jan-00
12/14/2013,Chelsea,Crystal Palace,1-Feb
12/14/2013,Everton,Fulham,1-Apr
12/14/2013,Hull,Stoke,0-0
12/14/2013,Man City,Arsenal,3-Jun
12/14/2013,Newcastle,Southampton,1-Jan
12/14/2013,West Ham,Sunderland,0-0
12/15/2013,Aston Villa,Man United,0-3
12/15/2013,Norwich,Swansea,1-Jan
12/15/2013,Tottenham,Liverpool,0-5
12/21/2013,Crystal Palace,Newcastle,0-3
12/21/2013,Fulham,Man City,4-Feb
12/21/2013,Liverpool,Cardiff,1-Mar
12/21/2013,Man United,West Ham,1-Mar
12/21/2013,Stoke,Aston Villa,1-Feb
12/21/2013,Sunderland,Norwich,0-0
12/21/2013,West Brom,Hull,1-Jan
12/22/2013,Southampton,Tottenham,3-Feb
12/22/2013,Swansea,Everton,2-Jan
12/23/2013,Arsenal,Chelsea,0-0
12/26/2013,Aston Villa,Crystal Palace,0-1
12/26/2013,Cardiff,Southampton,0-3
12/26/2013,Chelsea,Swansea,Jan-00
12/26/2013,Everton,Sunderland,0-1
12/26/2013,Hull,Man United,3-Feb
12/26/2013,Man City,Liverpool,1-Feb
12/26/2013,Newcastle,Stoke,1-May
12/26/2013,Norwich,Fulham,2-Jan
12/26/2013,Tottenham,West Brom,1-Jan
12/26/2013,West Ham,Arsenal,3-Jan
12/28/2013,Aston Villa,Swansea,1-Jan
12/28/2013,Cardiff,Sunderland,2-Feb
12/28/2013,Hull,Fulham,Jun-00
12/28/2013,Man City,Crystal Palace,Jan-00
12/28/2013,Norwich,Man United,0-1
12/28/2013,West Ham,West Brom,3-Mar
12/29/2013,Chelsea,Liverpool,1-Feb
12/29/2013,Everton,Southampton,1-Feb
12/29/2013,Newcastle,Arsenal,0-1
12/29/2013,Tottenham,Stoke,Mar-00
1/1/2014,Arsenal,Cardiff,Feb-00
1/1/2014,Crystal Palace,Norwich,1-Jan
1/1/2014,Fulham,West Ham,1-Feb
1/1/2014,Liverpool,Hull,Feb-00
1/1/2014,Man United,Tottenham,2-Jan
1/1/2014,Southampton,Chelsea,0-3
1/1/2014,Stoke,Everton,1-Jan
1/1/2014,Sunderland,Aston Villa,0-1
1/1/2014,Swansea,Man City,3-Feb
1/1/2014,West Brom,Newcastle,Jan-00
1/11/2014,Cardiff,West Ham,0-2
1/11/2014,Everton,Norwich,Feb-00
1/11/2014,Fulham,Sunderland,4-Jan
1/11/2014,Hull,Chelsea,0-2
1/11/2014,Man United,Swansea,Feb-00
1/11/2014,Southampton,West Brom,Jan-00
1/11/2014,Tottenham,Crystal Palace,Feb-00
1/12/2014,Newcastle,Man City,0-2
1/12/2014,Stoke,Liverpool,5-Mar
1/13/2014,Aston Villa,Arsenal,2-Jan
1/18/2014,Arsenal,Fulham,Feb-00
1/18/2014,Crystal Palace,Stoke,Jan-00
1/18/2014,Liverpool,Aston Villa,2-Feb
1/18/2014,Man City,Cardiff,2-Apr
1/18/2014,Norwich,Hull,Jan-00
1/18/2014,Sunderland,Southampton,2-Feb
1/18/2014,West Ham,Newcastle,3-Jan
1/19/2014,Chelsea,Man United,1-Mar
1/19/2014,Swansea,Tottenham,3-Jan
1/20/2014,West Brom,Everton,1-Jan
1/28/2014,Crystal Palace,Hull,Jan-00
1/28/2014,Liverpool,Everton,Apr-00
1/28/2014,Man United,Cardiff,Feb-00
1/28/2014,Norwich,Newcastle,0-0
1/28/2014,Southampton,Arsenal,2-Feb
1/28/2014,Swansea,Fulham,Feb-00
1/29/2014,Aston Villa,West Brom,3-Apr
1/29/2014,Chelsea,West Ham,0-0
1/29/2014,Sunderland,Stoke,Jan-00
1/29/2014,Tottenham,Man City,5-Jan
2/1/2014,Cardiff,Norwich,1-Feb
2/1/2014,Everton,Aston Villa,1-Feb
2/1/2014,Fulham,Southampton,0-3
2/1/2014,Hull,Tottenham,1-Jan
2/1/2014,Newcastle,Sunderland,0-3
2/1/2014,Stoke,Man United,1-Feb
2/1/2014,West Ham,Swansea,Feb-00
2/2/2014,Arsenal,Crystal Palace,Feb-00
2/2/2014,West Brom,Liverpool,1-Jan
2/3/2014,Man City,Chelsea,0-1
2/8/2014,Aston Villa,West Ham,0-2
